word_count,word,prefix,first_prefix,second_prefix,suffix,second_suffix,first_suffix,adjective_specificity
3,ቀዷል,ቀዷ,ቀ,ዷ,ዷል,ዷ,ል,1
4,ቀዳለች,ቀዳ,ቀ,ዳ,ለች,ለ,ች,0
6,አልቀደደም,አል,አ,ል,ደም,ደ,ም,1
7,አልቀደደችም,አል,አ,ል,ችም,ች,ም,0
3,ቅደድ,ቅደ,ቅ,ደ,ደድ,ደ,ድ,1
3,ቅደጅ,ቅደ,ቅ,ደ,ደጅ,ደ,ጅ,0
5,አስቀድድ,አስ,አ,ስ,ድድ,ድ,ድ,1
5,አስቀድጅ,አስ,አ,ስ,ድጅ,ድ,ጅ,0
6,አታስቀድጅ,አታ,አ,ታ,ድጅ,ድ,ጅ,0
4,ቀጠቀጠ,ቀጠ,ቀ,ጠ,ቀጠ,ቀ,ጠ,1
5,ቀጠቀጠች,ቀጠ,ቀ,ጠ,ጠች,ጠ,ች,0
6,ይቀጠቅጣል,ይቀ,ይ,ቀ,ጣል,ጣ,ል,1
7,ትቀጠቅጣለች,ትቀ,ት,ቀ,ለች,ለ,ች,0
5,ይቀጥቅጥ,ይቀ,ይ,ቀ,ቅጥ,ቅ,ጥ,1
5,ትቀጥቅጥ,ትቀ,ት,ቀ,ቅጥ,ቅ,ጥ,0
5,ቀጥቅጧል,ቀጥ,ቀ,ጥ,ጧል,ጧ,ል,1
6,ቀጥቅጣለች,ቀጥ,ቀ,ጥ,ለች,ለ,ች,0
7,አልቀጠቀጠም,አል,አ,ል,ጠም,ጠ,ም,1
8,አልቀጠቀጠችም,አል,አ,ል,ችም,ች,ም,0
4,ቀጥቅጥ,ቀጥ,ቀ,ጥ,ቅጥ,ቅ,ጥ,1
4,ቀጥቅጭ,ቀጥ,ቀ,ጥ,ቅጭ,ቅ,ጭ,0
6,አስቀጥቅጥ,አስ,አ,ስ,ቅጥ,ቅ,ጥ,1
6,ዐስቀጥቅጭ,ዐስ,ዐ,ስ,ቅጭ,ቅ,ጭ,0
7,አይቀጠቅጥም,አይ,አ,ይ,ጥም,ጥ,ም,1
6,አትቀጥቅጭ,አት,አ,ት,ቅጭ,ቅ,ጭ,0
3,ቆለፈ,ቆለ,ቆ,ለ,ለፈ,ለ,ፈ,1
4,ቆለፈች,ቆለ,ቆ,ለ,ፈች,ፈ,ች,0
5,ይቆልፋል,ይቆ,ይ,ቆ,ፋል,ፋ,ል,1
6,ትቆልፋለች,ትቆ,ት,ቆ,ለች,ለ,ች,0
4,ይቆልፍ,ይቆ,ይ,ቆ,ልፍ,ል,ፍ,1
4,ትቆልፍ,ትቆ,ት,ቆ,ልፍ,ል,ፍ,0
4,ቆልፏል,ቆል,ቆ,ል,ፏል,ፏ,ል,1
5,ቆልፋለች,ቆል,ቆ,ል,ለች,ለ,ች,0
6,አልቆለፈም,አል,አ,ል,ፈም,ፈ,ም,1
7,አለቆለፈችም,አለ,አ,ለ,ችም,ች,ም,0
3,ቆልፍ,ቆል,ቆ,ል,ልፍ,ል,ፍ,1
3,ቆልፊ,ቆል,ቆ,ል,ልፊ,ል,ፊ,0
5,አስቆልፍ,አስ,አ,ስ,ልፍ,ል,ፍ,1
5,አስቆልፊ,አስ,አ,ስ,ልፊ,ል,ፊ,0
6,አይቆልፍም,አይ,አ,ይ,ፍም,ፍ,ም,1
5,አትቆልፊ,አት,አ,ት,ልፊ,ል,ፊ,0
3,ቆረሰ,ቆረ,ቆ,ረ,ረሰ,ረ,ሰ,1
4,ቆረሰች,ቆረ,ቆ,ረ,ሰች,ሰ,ች,0
5,ይቆርሳል,ይቆ,ይ,ቆ,ሳል,ሳ,ል,1
6,ትቆርሳለች,ትቆ,ት,ቆ,ለች,ለ,ች,0
4,ይቁረስ,ይቁ,ይ,ቁ,ረስ,ረ,ስ,1
4,ትቁረስ,ትቁ,ት,ቁ,ረስ,ረ,ስ,0
4,ቆርሷል,ቆር,ቆ,ር,ሷል,ሷ,ል,1
5,ቆርሳለች,ቆር,ቆ,ር,ለች,ለ,ች,0
6,አልቆረሰም,አል,አ,ል,ሰም,ሰ,ም,1
7,አልቆረሰችም,አል,አ,ል,ችም,ች,ም,0
3,ቁረስ,ቁረ,ቁ,ረ,ረስ,ረ,ስ,1
3,ቁረሽ,ቁረ,ቁ,ረ,ረሽ,ረ,ሽ,0
5,አስቆርስ,አስ,አ,ስ,ርስ,ር,ስ,1
5,አስቆርሽ,አስ,አ,ስ,ርሽ,ር,ሽ,0
6,አይቆርስም,አይ,አ,ይ,ስም,ስ,ም,1
5,አትቁረሽ,አት,አ,ት,ረሽ,ረ,ሽ,0
2,ቆየ,ቆየ,ቆ,የ,ቆየ,ቆ,የ,1
3,ቆየች,ቆየ,ቆ,የ,የች,የ,ች,0
4,ይቆያል,ይቆ,ይ,ቆ,ያል,ያ,ል,1
5,ትቆያለች,ትቆ,ት,ቆ,ለች,ለ,ች,0
3,ይቆይ,ይቆ,ይ,ቆ,ቆይ,ቆ,ይ,1
3,ትቆይ,ትቆ,ት,ቆ,ቆይ,ቆ,ይ,0
4,ቆይቷል,ቆይ,ቆ,ይ,ቷል,ቷ,ል,1
5,ቆይታለች,ቆይ,ቆ,ይ,ለች,ለ,ች,0
5,አልቆየም,አል,አ,ል,የም,የ,ም,1
6,አልቆየችም,አል,አ,ል,ችም,ች,ም,0
2,ቆይ,ቆይ,ቆ,ይ,ቆይ,ቆ,ይ,1
2,ቆዪ,ቆዪ,ቆ,ዪ,ቆዪ,ቆ,ዪ,0
4,አስቆይ,አስ,አ,ስ,ቆይ,ቆ,ይ,1
4,አስቆዪ,አስ,አ,ስ,ቆዪ,ቆ,ዪ,0
5,አይቆይም,አይ,አ,ይ,ይም,ይ,ም,1
4,አትቆዪ,አት,አ,ት,ቆዪ,ቆ,ዪ,0
3,በረዘ,በረ,በ,ረ,ረዘ,ረ,ዘ,1
4,በረዘች,በረ,በ,ረ,ዘች,ዘ,ች,0
5,ይበርዛል,ይበ,ይ,በ,ዛል,ዛ,ል,1
6,ትበርዛለች,ትበ,ት,በ,ለች,ለ,ች,0
4,ይበርዝ,ይበ,ይ,በ,ርዝ,ር,ዝ,1
4,ትበርዝ,ትበ,ት,በ,ርዝ,ር,ዝ,0
4,በርዟል,በር,በ,ር,ዟል,ዟ,ል,1
5,በርዛለች,በር,በ,ር,ለች,ለ,ች,0
6,አልበረዘም,አል,አ,ል,ዘም,ዘ,ም,1
7,አልበረዘችም,አል,አ,ል,ችም,ች,ም,0
3,በርዝ,በር,በ,ር,ርዝ,ር,ዝ,1
3,በርዢ,በር,በ,ር,ርዢ,ር,ዢ,0
5,አስበርዝ,አስ,አ,ስ,ርዝ,ር,ዝ,1
5,አስበርዢ,አስ,አ,ስ,ርዢ,ር,ዢ,0
6,አይበርዝም,አይ,አ,ይ,ዝም,ዝ,ም,1
5,አትበርዢ,አት,አ,ት,ርዢ,ር,ዢ,0
3,በረታ,በረ,በ,ረ,ረታ,ረ,ታ,1
4,በረታች,በረ,በ,ረ,ታች,ታ,ች,0
5,ይበረታል,ይበ,ይ,በ,ታል,ታ,ል,1
6,ትበረታለች,ትበ,ት,በ,ለች,ለ,ች,0
4,ይበርታ,ይበ,ይ,በ,ርታ,ር,ታ,1
4,ትበርታ,ትበ,ት,በ,ርታ,ር,ታ,0
5,በርትቷል,በር,በ,ር,ቷል,ቷ,ል,1
6,በርትታለች,በር,በ,ር,ለች,ለ,ች,0
6,አልበረታም,አል,አ,ል,ታም,ታ,ም,1
7,አልበረታችም,አል,አ,ል,ችም,ች,ም,0
3,በርታ,በር,በ,ር,ርታ,ር,ታ,1
3,በርች,በር,በ,ር,ርች,ር,ች,0
5,አበረታታ,አበ,አ,በ,ታታ,ታ,ታ,1
5,አበረታች,አበ,አ,በ,ታች,ታ,ች,0
6,አይበረታም,አይ,አ,ይ,ታም,ታ,ም,1
5,አትበርች,አት,አ,ት,ርች,ር,ች,0
3,በተነ,በተ,በ,ተ,ተነ,ተ,ነ,1
4,በተነች,በተ,በ,ተ,ነች,ነ,ች,0
4,ይበትን,ይበ,ይ,በ,ትን,ት,ን,1
4,ትበትን,ትበ,ት,በ,ትን,ት,ን,0
5,ይበትናል,ይበ,ይ,በ,ናል,ና,ል,1
6,ትበትናለች,ትበ,ት,በ,ለች,ለ,ች,0
4,በትኗል,በት,በ,ት,ኗል,ኗ,ል,1
5,በትናለች,በት,በ,ት,ለች,ለ,ች,0
6,አልበተነም,አል,አ,ል,ነም,ነ,ም,1
7,አልበተነችም,አል,አ,ል,ችም,ች,ም,0
3,በትን,በት,በ,ት,ትን,ት,ን,1
3,በትኝ,በት,በ,ት,ትኝ,ት,ኝ,0
5,አስበትን,አስ,አ,ስ,ትን,ት,ን,1
5,አስበትኝ,አስ,አ,ስ,ትኝ,ት,ኝ,0
6,አይበትንም,አይ,አ,ይ,ንም,ን,ም,1
5,አትበትኝ,አት,አ,ት,ትኝ,ት,ኝ,0
3,በጠሰ,በጠ,በ,ጠ,ጠሰ,ጠ,ሰ,1
4,በጠሰች,በጠ,በ,ጠ,ሰች,ሰ,ች,0
4,ይበጥስ,ይበ,ይ,በ,ጥስ,ጥ,ስ,1
4,ትበጥስ,ትበ,ት,በ,ጥስ,ጥ,ስ,0
5,ይበጥሳል,ይበ,ይ,በ,ሳል,ሳ,ል,1
6,ትበጥሳለች,ትበ,ት,በ,ለች,ለ,ች,0
4,በጥሷል,በጥ,በ,ጥ,ሷል,ሷ,ል,1
5,በጥሳለች,በጥ,በ,ጥ,ለች,ለ,ች,0
6,አልበጠሰም,አል,አ,ል,ሰም,ሰ,ም,1
7,ዐልበጠሰችም,ዐል,ዐ,ል,ችም,ች,ም,0
3,በጥስ,በጥ,በ,ጥ,ጥስ,ጥ,ስ,1
3,በጥሽ,በጥ,በ,ጥ,ጥሽ,ጥ,ሽ,0
5,ዐስበጥስ,ዐስ,ዐ,ስ,ጥስ,ጥ,ስ,1
5,አስበጥሽ,አስ,አ,ስ,ጥሽ,ጥ,ሽ,0
6,ዐይበጥስም,ዐይ,ዐ,ይ,ስም,ስ,ም,1
5,አትበጥሽ,አት,አ,ት,ጥሽ,ጥ,ሽ,0
3,ቦዘነ,ቦዘ,ቦ,ዘ,ዘነ,ዘ,ነ,1
4,ቦዘነች,ቦዘ,ቦ,ዘ,ነች,ነ,ች,0
4,ይቦዝን,ይቦ,ይ,ቦ,ዝን,ዝ,ን,1
4,ትቦዝን,ትቦ,ት,ቦ,ዝን,ዝ,ን,0
5,ይቦዝናል,ይቦ,ይ,ቦ,ናል,ና,ል,1
6,ትቦዝናለች,ትቦ,ት,ቦ,ለች,ለ,ች,0
4,ቦዝኗል,ቦዝ,ቦ,ዝ,ኗል,ኗ,ል,1
5,ቦዝናለች,ቦዝ,ቦ,ዝ,ለች,ለ,ች,0
6,አልቦዘነም,አል,አ,ል,ነም,ነ,ም,1
7,አልቦዘነችም,አል,አ,ል,ችም,ች,ም,0
3,ቦዝን,ቦዝ,ቦ,ዝ,ዝን,ዝ,ን,1
3,ቦዝኝ,ቦዝ,ቦ,ዝ,ዝኝ,ዝ,ኝ,0
5,አስቦዝን,አስ,አ,ስ,ዝን,ዝ,ን,1
5,አስቦዝኝ,አስ,አ,ስ,ዝኝ,ዝ,ኝ,0
6,አይቦዝንም,አይ,አ,ይ,ንም,ን,ም,1
5,አትቦዝኝ,አት,አ,ት,ዝኝ,ዝ,ኝ,0
4,ተመለሰ,ተመ,ተ,መ,ለሰ,ለ,ሰ,1
5,ተመለሰች,ተመ,ተ,መ,ሰች,ሰ,ች,0
4,ይመለስ,ይመ,ይ,መ,ለስ,ለ,ስ,1
4,ትመለስ,ትመ,ት,መ,ለስ,ለ,ስ,0
5,ይመለሳል,ይመ,ይ,መ,ሳል,ሳ,ል,1
6,ትመለሳለች,ትመ,ት,መ,ለች,ለ,ች,0
5,ተመልሷል,ተመ,ተ,መ,ሷል,ሷ,ል,1
6,ተመልሳለች,ተመ,ተ,መ,ለች,ለ,ች,0
7,አልተመለሰም,አል,አ,ል,ሰም,ሰ,ም,1
8,አልተመለሰችም,አል,አ,ል,ችም,ች,ም,0
4,ተመለስ,ተመ,ተ,መ,ለስ,ለ,ስ,1
4,ተመለሽ,ተመ,ተ,መ,ለሽ,ለ,ሽ,0
3,መልስ,መል,መ,ል,ልስ,ል,ስ,1
3,መልሽ,መል,መ,ል,ልሽ,ል,ሽ,0
6,አይመልስም,አይ,አ,ይ,ስም,ስ,ም,1
5,አትመልሽ,አት,አ,ት,ልሽ,ል,ሽ,0
5,ተመለከተ,ተመ,ተ,መ,ከተ,ከ,ተ,1
6,ተመለከተች,ተመ,ተ,መ,ተች,ተ,ች,0
5,ይመልከት,ይመ,ይ,መ,ከት,ከ,ት,1
5,ትመልከት,ትመ,ት,መ,ከት,ከ,ት,0
6,ይመለከታል,ይመ,ይ,መ,ታል,ታ,ል,1
7,ትመለከታለች,ትመ,ት,መ,ለች,ለ,ች,0
6,ተመልክቷል,ተመ,ተ,መ,ቷል,ቷ,ል,1
7,ተመልክታለች,ተመ,ተ,መ,ለች,ለ,ች,0
8,አልተመለከትም,አል,አ,ል,ትም,ት,ም,1
9,አልተመለከተችም,አል,አ,ል,ችም,ች,ም,0
5,ተመልከት,ተመ,ተ,መ,ከት,ከ,ት,1
5,ተመልከች,ተመ,ተ,መ,ከች,ከ,ች,0
5,አመልክት,አመ,አ,መ,ክት,ክ,ት,1
5,አመልክች,አመ,አ,መ,ክች,ክ,ች,0
7,አይመለከትም,አይ,አ,ይ,ትም,ት,ም,1
6,አትመልከች,አት,አ,ት,ከች,ከ,ች,0
4,ተባረረ,ተባ,ተ,ባ,ረረ,ረ,ረ,1
5,ተባረረች,ተባ,ተ,ባ,ረች,ረ,ች,0
5,ይባረራል,ይባ,ይ,ባ,ራል,ራ,ል,1
6,ትባረራለች,ትባ,ት,ባ,ለች,ለ,ች,0
4,ይባረር,ይባ,ይ,ባ,ረር,ረ,ር,1
4,ትባረር,ትባ,ት,ባ,ረር,ረ,ር,0
4,ተባሯል,ተባ,ተ,ባ,ሯል,ሯ,ል,1
5,ተባራለች,ተባ,ተ,ባ,ለች,ለ,ች,0
7,አልተባረረም,አል,አ,ል,ረም,ረ,ም,1
8,አልተባረረችም,አል,አ,ል,ችም,ች,ም,0
3,አባር,አባ,አ,ባ,ባር,ባ,ር,1
3,አባሪ,አባ,አ,ባ,ባሪ,ባ,ሪ,0
4,ተባረር,ተባ,ተ,ባ,ረር,ረ,ር,1
4,ተባረሪ,ተባ,ተ,ባ,ረሪ,ረ,ሪ,0
6,አይባረረም,አይ,አ,ይ,ረም,ረ,ም,1
5,አትባረሪ,አት,አ,ት,ረሪ,ረ,ሪ,0
